price,bedrooms,bathrooms,accommodates,parking_spaces,square_meters,pool,garden,security,pet_friendly,near_beach,location_score,property_age,description_length,num_photos,has_agency,property_type_id
8900000.0,6,5,13,4.0,0.0,0,1,0,0,1,9,10,1713,42,1,4
8995000.0,4,3,9,4.0,0.0,0,1,0,1,1,9,10,1440,51,1,4
8995000.0,4,3,9,10.0,0.0,0,1,0,1,1,7,10,1499,36,1,4
8995000.0,1,4,3,0.0,0.0,1,1,0,0,1,8,10,2072,13,1,11
8995000.0,2,3,5,9.0,300.0,0,1,0,0,1,8,10,2752,19,1,11
9000000.0,5,5,11,4.0,0.0,0,1,0,1,1,9,10,979,55,1,4
9750000.0,5,3,11,6.0,0.0,0,1,0,1,1,7,10,1922,31,1,4
9900000.0,1,1,3,18.0,59.0,0,0,0,0,0,7,10,1051,17,1,12
9950000.0,3,2,7,0.0,0.0,0,1,0,1,1,8,10,1029,20,1,4
9950000.0,4,3,9,8.0,0.0,0,1,1,1,1,9,10,2226,31,1,4
9950000.0,4,4,9,4.0,0.0,0,1,0,1,1,8,10,1302,67,1,4
10290000.0,3,3,7,6.0,0.0,0,1,0,1,1,7,10,2911,50,1,4
10290000.0,3,1,7,2.0,0.0,0,1,0,1,1,7,10,3642,50,1,4
10950000.0,4,5,9,14.0,0.0,1,1,1,0,1,9,10,1929,53,1,4
11500000.0,6,5,13,7.0,0.0,1,1,0,0,1,9,10,1450,71,1,4
11500000.0,4,4,9,8.0,0.0,1,1,0,1,1,9,10,2699,25,1,4
11600000.0,3,3,7,3.0,896.0,1,1,0,1,1,9,10,1145,25,1,4
11700000.0,3,2,7,4.0,0.0,0,1,0,1,1,8,10,901,49,1,4
11750000.0,6,6,13,10.0,0.0,1,0,0,1,1,9,10,964,66,1,4
11900000.0,3,3,7,2.0,0.0,1,1,1,0,1,9,10,1024,40,1,4
11900000.0,5,4,11,10.0,0.0,1,1,0,1,1,9,10,821,54,1,4
12000000.0,1,1,3,0.0,1808.0,0,0,1,0,1,9,10,2197,12,1,8
12000000.0,4,4,9,4.0,0.0,0,0,0,1,1,9,10,697,12,1,4
12000000.0,4,4,9,3.0,0.0,0,0,0,1,1,9,10,333,4,1,4
12000000.0,4,3,9,4.0,0.0,0,0,0,1,1,7,10,1016,41,1,4
12205000.0,1,9,3,20.0,0.0,0,0,0,0,0,7,10,641,21,1,11
12500000.0,4,4,9,6.0,0.0,1,1,0,1,1,9,10,1555,16,1,4
12500000.0,5,4,11,4.0,0.0,1,0,0,0,1,8,10,1374,37,1,4
12500000.0,4,2,9,6.0,0.0,0,1,0,1,1,9,10,1764,58,1,4
12500000.0,5,4,11,8.0,0.0,1,1,1,1,1,9,10,2003,26,1,4
12500000.0,5,3,11,6.0,0.0,1,1,0,1,1,9,10,1572,26,1,4
12800000.0,8,8,17,8.0,650.0,1,1,0,1,0,7,10,1860,45,1,4
12950000.0,3,3,7,4.0,0.0,0,0,1,0,0,7,10,1550,12,1,10
12950000.0,3,3,7,0.0,0.0,1,0,0,1,1,8,10,1222,26,1,4
13400000.0,6,6,13,12.0,778.0,1,1,1,1,1,7,10,3851,70,1,4
13950000.0,3,4,7,8.0,0.0,1,1,0,1,1,9,10,1689,51,1,4
13950000.0,4,3,9,4.0,0.0,1,1,1,1,1,9,10,2225,62,1,4
13995000.0,4,3,9,6.0,0.0,0,1,0,1,1,7,10,2487,48,1,4
14500000.0,1,1,3,0.0,0.0,0,0,0,0,0,7,10,1404,24,1,10
15000000.0,1,1,3,0.0,1929.0,0,0,0,0,1,7,10,1015,24,1,8
15850000.0,5,5,11,10.0,0.0,0,1,1,1,1,9,10,1450,40,1,4
